PGM_SYS_ID,ACTIVITY_ID,AGENCY_TYPE_DESC,STATE_CODE,AIR_LCON_CODE,COMP_DETERMINATION_UID,ENF_RESPONSE_POLICY_CODE,PROGRAM_CODES,PROGRAM_DESCS,POLLUTANT_CODES,POLLUTANT_DESCS,EARLIEST_FRV_DETERM_DATE,HPV_DAYZERO_DATE,HPV_RESOLVED_DATE,DSCV_PATHWAY_DATE,NFTC_PATHWAY_DATE
WI0000005507319052,3603586496,State,WI,,WI000A0000550731905200560,FRV,CAATVP,Title V Permits,300000329,FACIL,03-02-2023,,,04-28-2023,04-28-2023
VA0000005177000244,3603570006,State,VA,,VA000A00051770002442483,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),04-12-2023,,03-14-2024,,04-12-2023
AR0000000513901302,3603932485,State,AR,,AR000A111735,FRV,CAANSPS CAASIP,New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,12-07-2023,,02-03-2025,08-30-2023,12-07-2023
FL0000001205300379,3603783670,State,FL,,FL000A0000120530037900032,FRV,CAATVP,Title V Permits,300000329,FACIL,11-06-2023,,11-07-2023,11-07-2023,
FL0000001205300379,3603783671,State,FL,,FL000A0000120530037900031,FRV,CAATVP,Title V Permits,300000329,FACIL,11-06-2023,,11-07-2023,11-07-2023,
IL000031440AHD,3603583620,State,IL,,IL000AA-2023-00046,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,10193 10461 300000005,Carbon monoxide NITROGEN OXIDES NO2 Sulfur dioxide,04-27-2023,,,,05-15-2023
FL0000001209501223,3603736481,State,FL,,FL000A0000120950122300038,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,09-01-2023,,04-05-2024,09-01-2023,11-08-2023
AL0000000109500028,3603783460,State,AL,,AL000A103993,FRV,CAANSPS,New Source Performance Standards,7003 300000328,ADMIN Particulate matter,09-14-2023,,01-10-2024,08-23-2023,09-14-2023
AL0000000108100024,3603621075,State,AL,,AL000A100948,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000328,ADMIN,05-22-2023,,06-08-2023,05-09-2023,05-22-2023
CASAC0000606700225,3603596295,Local,CA,SAC,CASACA100413,HPV,CAATVP,Title V Permits,10193,Carbon monoxide,06-07-2023,06-07-2023,11-04-2024,05-03-2023,05-09-2023
CASAC0000606700225,3603689129,Local,CA,SAC,CASACA102098,FRV,CAATVP,Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),08-14-2023,,11-04-2024,08-08-2023,08-08-2023
AL0000000110300001,3603544422,State,AL,,AL000A99455,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,7003 300000302,FUGITIVE EMISSIONS Particulate matter,02-01-2023,,03-01-2023,10-27-2022,02-01-2023
GA0000001306700056,3603600921,State,GA,,GA000A0000130670005600027,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,05-18-2023,,03-27-2024,04-20-2023,05-18-2023
GA0000001306700067,3603600922,State,GA,,GA000A0000130670006700169,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),05-05-2023,,07-18-2023,03-24-2023,05-05-2023
GA0000001305900074,3603475266,State,GA,,GA000A0000130590007400037,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000328,ADMIN,01-06-2023,,02-06-2023,,01-06-2023
GA0000001305500005,3603520053,State,GA,,GA000A0000130550000500123,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000328,ADMIN,02-20-2023,,,,02-20-2023
AR0000000511500003,3604005826,State,AR,,AR000A116321,FRV,CAANSPS CAASIP,New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000312 300000329,FACIL ODORS,11-06-2023,,03-14-2025,,11-06-2023
AL0000000101700018,3603711116,State,AL,,AL000A102685,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000236,VISIBLE EMISSIONS,08-25-2023,,09-22-2023,07-19-2023,08-25-2023
AR0000000505300008,3603846168,State,AR,,AR000A108215,FRV,CAATVP,Title V Permits,300000329,FACIL,05-16-2023,,04-12-2024,02-28-2023,05-16-2023
AL0000000109900030,3603572849,State,AL,,AL000A99975,FRV,CAAFESOP,Federally-Enforceable State Operating Permit - Non Title V,300000076 300000282,Carbon dioxide NITROGEN OXIDES,03-16-2023,,11-20-2023,02-13-2023,03-16-2023
GA0000001308100054,3603583556,State,GA,,GA000A0000130810005400279,FRV,CAAMACT CAASIP CAATVP,MACT Standards (40 CFR Part 63) State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000242 300000322,TOTAL HAZARDOUS AIR POLLUTANTS (HAPS) TOTAL PARTICULATE MATTER,04-12-2023,,07-21-2023,09-02-2022,04-12-2023
GA0000001308100054,3603793293,State,GA,,GA000A0000130810005400289,FRV,CAAMACT CAAPSD CAATVP,MACT Standards (40 CFR Part 63) Prevention of Significant Deterioration of Air Quality Title V Permits,300000242 300000243,TOTAL HAZARDOUS AIR POLLUTANTS (HAPS) VOLATILE ORGANIC COMPOUNDS (VOCS),11-22-2023,,01-03-2024,08-23-2023,11-22-2023
MI00000000000N8248,3603533241,State,MI,,MI000AN8248CF0000075646,FRV,CAANESH CAANSR CAASIP,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61) New Source Review Permit Requirements State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000047,ASBESTOS,03-06-2023,,,,03-06-2023
MS0000002812900087,3603681915,State,MS,,MS000ACFH21697,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000243 300000329,FACIL VOLATILE ORGANIC COMPOUNDS (VOCS),08-04-2023,,06-04-2024,06-06-2023,08-04-2023
CAPCA0000606101005,3603242321,Local,CA,PCA,CAPCAA93292,HPV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,7003,Particulate matter,10-10-2023,10-10-2023,04-13-2023,02-25-2022,04-28-2021
CAPCA0000606101005,3603746897,Local,CA,PCA,CAPCAA103172,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,10193,Carbon monoxide,10-05-2023,,02-18-2021,09-19-2020,02-18-2021
CAPCA0000606101005,3603746898,Local,CA,PCA,CAPCAA103173,HPV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,10193,Carbon monoxide,10-05-2023,10-05-2023,04-28-2021,04-01-2021,04-28-2021
CAPCA0000606101005,3603747800,Local,CA,PCA,CAPCAA103202,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,,,10-06-2023,,04-14-2023,05-25-2022,04-13-2023
CAPCA0000606101005,3603747801,Local,CA,PCA,CAPCAA103203,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,,,10-06-2023,,04-14-2023,08-12-2022,04-13-2023
CAPCA0000606101005,3603747802,Local,CA,PCA,CAPCAA103204,HPV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,10358,Nitrogen oxides,10-06-2023,10-06-2023,03-08-2023,,03-08-2023
CAPCA0000606101005,3603747803,Local,CA,PCA,CAPCAA103205,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,10193,Carbon monoxide,10-06-2023,,08-08-2023,06-27-2022,08-08-2023
CAPCA0000606101005,3603747804,Local,CA,PCA,CAPCAA103206,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,10358,Nitrogen oxides,10-06-2023,,03-08-2023,,03-08-2023
CAPCA0000606101005,3603747805,Local,CA,PCA,CAPCAA103207,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,10193,Carbon monoxide,10-06-2023,,08-08-2023,,08-08-2023
CAPCA0000606101005,3603747807,Local,CA,PCA,CAPCAA103208,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,10193,Carbon monoxide,10-06-2023,,01-17-2020,,01-17-2020
AR0000000500500002,3603498100,State,AR,,AR000A98616,FRV,CAANSPS CAASIP,New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000168 300000207 300000329,Ethylene oxide FACIL Formaldehyde,02-06-2023,,,02-23-2022,08-17-2022
AR0000000500700111,3603615142,State,AR,,AR000A100832,HPV,CAANSPS CAASIP,New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,03-15-2023,03-15-2023,10-26-2023,10-27-2022,
FL0000001206900014,3603736479,State,FL,,FL000A0000120690001400056,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,08-18-2023,,09-26-2023,08-18-2023,
FL0000001212700094,3603585189,State,FL,,FL000A0000121270009400074,FRV,CAAMACT,MACT Standards (40 CFR Part 63),300000329,FACIL,04-07-2023,,05-24-2023,03-23-2023,
AK0000000209000004,3604044753,State,AK,,AK000A0000HPV7028,FRV,CAATVP,Title V Permits,10461,Sulfur dioxide,11-30-2023,,,11-30-2023,
FL0000001205700001,3603515511,State,FL,,FL000A0000120570000159677,FRV,CAANSPS,New Source Performance Standards,300000038,Lead,02-09-2023,,07-30-2024,02-09-2023,02-09-2023
FL0000001205700001,3603702608,State,FL,,FL000A0000120570000159693,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,08-25-2023,,11-08-2023,07-27-2023,
CABAA00006081A1364,3603524794,Local,CA,BAA,CABAAA99102,HPV,CAATVP,Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),01-04-2023,01-04-2023,,,01-04-2023
CABAA00006081A1364,3603631719,Local,CA,BAA,CABAAA101125,HPV,CAATVP,Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),05-04-2023,05-04-2023,,,05-04-2023
CAPCA0000606194003,3603657956,Local,CA,PCA,CAPCAA101585,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),07-21-2023,,01-09-2024,01-02-2023,01-09-2024
CAPCA0000606194003,3603657957,Local,CA,PCA,CAPCAA101586,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),07-21-2023,,09-21-2020,01-22-2020,09-21-2020
CAPCA0000606194003,3603746867,Local,CA,PCA,CAPCAA103162,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,10-05-2023,,05-30-2023,02-10-2023,05-30-2023
CABAA00006055A1634,3603834530,Local,CA,BAA,CABAAA107273,HPV,CAATVP,Title V Permits,300000329,FACIL,11-27-2023,11-27-2023,,,11-27-2023
CABAA00006055A9183,3603576452,Local,CA,BAA,CABAAA100089,HPV,CAATVP,Title V Permits,300000329,FACIL,03-23-2023,03-23-2023,,,03-23-2023
CABAA00006055A9183,3603576455,Local,CA,BAA,CABAAA100090,HPV,CAATVP,Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),03-23-2023,03-23-2023,,,03-23-2023
AR0000000506900226,3603846178,State,AR,,AR000A108217,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,09-27-2023,,10-31-2024,07-06-2023,09-27-2023
CASJV00006077N0164,3603801758,Local,CA,SJV,CASJVA2000000000000004993,HPV,CAATVP,Title V Permits,300000329,FACIL,06-20-2023,06-20-2023,03-03-2025,,06-20-2023
PA000280828,3603636648,State,PA,,PA000A0000F00000003572441,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,06-14-2023,,,,
PA000244330,3603645480,State,PA,,PA000A0000F00000003579040,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,06-27-2023,,,,
DE0000001000100007,3603692338,State,DE,,DE000A0000100010000700068,FRV,CAAFESOP CAASIP,Federally-Enforceable State Operating Permit - Non Title V State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000242 300000243,TOTAL HAZARDOUS AIR POLLUTANTS (HAPS) VOLATILE ORGANIC COMPOUNDS (VOCS),05-30-2023,,,04-25-2023,08-18-2023
DE0000001000100007,3603692339,State,DE,,DE000A0000100010000700069,FRV,CAAFESOP CAASIP,Federally-Enforceable State Operating Permit - Non Title V State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000242 300000243,TOTAL HAZARDOUS AIR POLLUTANTS (HAPS) VOLATILE ORGANIC COMPOUNDS (VOCS),06-21-2023,,,06-21-2023,08-18-2023
OK0000004012100022,3603689011,State,OK,,OK000A4012100022EC0012235,FRV,CAAGACTM CAATVP,40 CFR Part 63 Area Sources Title V Permits,300000329,FACIL,08-16-2023,,01-21-2025,,
AR0000000505900015,3603566909,State,AR,,AR000A99932,FRV,CAATVP,Title V Permits,300000329,FACIL,01-03-2023,,06-06-2024,01-03-2023,01-19-2023
AR0000000505900030,3603810241,State,AR,,AR000A105414,FRV,CAATVP,Title V Permits,7003,Particulate matter,06-21-2023,,02-03-2025,04-18-2023,
AR0000000506900017,3603660429,State,AR,,AR000A101596,HPV,CAATVP,Title V Permits,300000319,PARTICULATE MATTER < 10 UM,04-06-2023,04-06-2023,04-12-2024,02-03-2023,04-05-2023
GA0000001325700028,3603596106,State,GA,,GA000A0000132570002800018,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000322,TOTAL PARTICULATE MATTER,05-04-2023,,12-11-2023,01-20-2023,05-04-2023
MA0000002511800064,3603524827,State,MA,,MA000A99108,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,02-28-2023,,03-16-2023,11-18-2022,01-26-2023
AR0000000511500145,3603605612,State,AR,,AR000A100668,FRV,CAATVP,Title V Permits,300000329,FACIL,03-09-2023,,10-19-2023,02-14-2023,03-10-2023
CASJV00006029S1131,3603610380,Local,CA,SJV,CASJVA2000000000000004708,HPV,CAATVP,Title V Permits,300000329,FACIL,01-25-2023,01-25-2023,07-17-2023,,02-22-2023
CASJV00006029S1131,3603610382,Local,CA,SJV,CASJVA2000000000000004705,HPV,CAATVP,Title V Permits,300000329,FACIL,04-04-2023,04-04-2023,09-27-2023,,04-04-2023
FL0000001206100015,3603555351,State,FL,,FL000A0000120610001500076,FRV,CAATVP,Title V Permits,300000329,FACIL,03-23-2023,,03-28-2023,03-23-2023,
FL0000001209900199,3603695049,State,FL,,FL000A0000120990019900046,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000243 300000329,FACIL VOLATILE ORGANIC COMPOUNDS (VOCS),07-24-2023,,03-18-2025,08-16-2023,
MA0000002511900972,3603499549,State,MA,,MA000A98637,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,02-07-2023,,,02-02-2022,
AR0000000508500024,3603959369,State,AR,,AR000A113852,HPV,CAAMACT CAATVP,MACT Standards (40 CFR Part 63) Title V Permits,300000329,FACIL,09-26-2023,09-26-2023,,07-19-2023,09-26-2023
OK0000004001700005,3603841751,State,OK,,OK000A4001700005EC0012609,FRV,CAAGACTM CAASIP,40 CFR Part 63 Area Sources State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,12-25-2023,,02-11-2025,,
GA0000001321700040,3603583570,State,GA,,GA000A0000132170004000064,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000328,ADMIN,03-27-2023,,03-29-2023,03-27-2023,03-27-2023
CASJV00006019C0948,3603605107,Local,CA,SJV,CASJVA2000000000000004684,HPV,CAATVP,Title V Permits,300000329,FACIL,01-25-2023,01-25-2023,06-29-2023,,03-03-2023
CASJV00006019C0948,3603676783,Local,CA,SJV,CASJVA2000000000000004799,HPV,CAATVP,Title V Permits,300000329,FACIL,06-19-2023,06-19-2023,10-31-2023,,06-19-2023
CASJV00006019C0948,3603676784,Local,CA,SJV,CASJVA2000000000000004800,HPV,CAATVP,Title V Permits,300000329,FACIL,06-19-2023,06-19-2023,08-29-2023,,06-19-2023
CASJV00006019C0948,3603683685,Local,CA,SJV,CASJVA2000000000000004819,HPV,CAATVP,Title V Permits,300000329,FACIL,06-19-2023,06-19-2023,10-31-2023,,06-19-2023
CASJV00006019C0948,3603683686,Local,CA,SJV,CASJVA2000000000000004820,HPV,CAATVP,Title V Permits,300000329,FACIL,06-19-2023,06-19-2023,08-29-2023,,06-19-2023
CASJV00006019C0948,3603698418,Local,CA,SJV,CASJVA2000000000000004849,HPV,CAATVP,Title V Permits,300000329,FACIL,07-05-2023,07-05-2023,10-31-2023,,07-10-2023
CASJV00006019C0948,3603894835,Local,CA,SJV,CASJVA2000000000000005090,HPV,CAATVP,Title V Permits,300000329,FACIL,10-02-2023,10-02-2023,04-15-2024,,12-20-2023
CASJV00006019C0948,3603894837,Local,CA,SJV,CASJVA2000000000000005089,HPV,CAATVP,Title V Permits,300000329,FACIL,10-16-2023,10-16-2023,09-26-2024,,10-24-2023
AR0000000505300002,3603846162,State,AR,,AR000A108214,FRV,CAATVP,Title V Permits,7003 300000319 300000329,FACIL PARTICULATE MATTER < 10 UM Particulate matter,09-26-2023,,04-12-2024,,09-26-2023
AZMCA004013X004175,3603627708,Local,AZ,MCA,AZMCAAENF025323CF,FRV,CAATVP,Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),05-31-2023,,06-12-2023,05-03-2023,06-06-2023
AZ00000004007Z0410,3603848169,State,AZ,,AZ000A108413,HPV,CAANSPS,New Source Performance Standards,,,02-10-2023,02-10-2023,04-24-2023,02-01-2023,
OK0000004013900011,3603650983,State,OK,,OK000A4013900011EC0011204,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000243 300000329,FACIL VOLATILE ORGANIC COMPOUNDS (VOCS),03-31-2023,,05-22-2024,03-31-2023,
OH0000000660000003,3603433152,State,OH,,OH000AC13529,FRV,CAAFESOP CAANSPS CAASIP,Federally-Enforceable State Operating Permit - Non Title V New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,07-14-2023,,04-10-2023,,10-27-2022
PA000240849,3603645482,State,PA,,PA000A0000F00000003566795,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,06-09-2023,,,,
CASJV00006047N1252,3603725786,Local,CA,SJV,CASJVA2000000000000004891,HPV,CAATVP,Title V Permits,300000329,FACIL,03-02-2023,03-02-2023,06-06-2024,,06-13-2023
CASJV00006047N1252,3603762300,Local,CA,SJV,CASJVA2000000000000004926,HPV,CAATVP,Title V Permits,300000329,FACIL,02-14-2023,02-14-2023,01-21-2025,,08-09-2023
CASJV00006047N1252,3603953448,Local,CA,SJV,CASJVA2000000000000005172,HPV,CAATVP,Title V Permits,300000329,FACIL,09-21-2023,09-21-2023,05-16-2024,,09-25-2023
CASJV00006047N1330,3603808404,Local,CA,SJV,CASJVA2000000000000005004,HPV,CAATVP,Title V Permits,300000329,FACIL,04-05-2023,04-05-2023,01-29-2024,,04-05-2023
AR0000000514300269,3603810263,State,AR,,AR000A105416,FRV,CAANSPS CAASIP,New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000243 300000329,FACIL VOLATILE ORGANIC COMPOUNDS (VOCS),05-16-2023,,10-06-2024,04-06-2023,05-16-2023
AK0000000212200041,3603680299,State,AK,,AK000A0000HPV6863,FRV,CAATVP,Title V Permits,300000319 300000320,PARTICULATE MATTER < 10 UM PARTICULATE MATTER < 2.5 UM,07-14-2023,,,07-14-2023,07-14-2023
AK0000000218500054,3604110777,State,AK,,AK000A0000HPV6838,FRV,CAATVP,Title V Permits,,,06-23-2023,,,06-16-2023,
SC00016600035,3603660475,State,SC,,SC000A101597,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,06-28-2023,,07-19-2023,05-17-2023,07-19-2023
GA0000001324500009,3603583564,State,GA,,GA000A0000132450000900189,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000017 300000018 300000322,Hydrochloric acid Hydrofluoric acid TOTAL PARTICULATE MATTER,04-06-2023,,04-06-2023,03-06-2023,04-06-2023
GA0000001324500009,3603767520,State,GA,,GA000A0000132450000900194,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000017 300000018,Hydrochloric acid Hydrofluoric acid,10-05-2023,,02-08-2024,08-21-2023,10-05-2023
GA0000001310700011,3603781926,State,GA,,GA000A0000131070001100130,FRV,CAATVP,Title V Permits,300000328,ADMIN,11-22-2023,,11-22-2023,10-25-2023,11-22-2023
CABAA00006013B1911,3603743050,Local,CA,BAA,CABAAA103121,FRV,CAATVP,Title V Permits,,,08-08-2023,,11-05-2025,,08-08-2023
CABAA00006013B1911,3603812709,Local,CA,BAA,CABAAA105638,HPV,CAATVP,Title V Permits,300000329,FACIL,09-11-2023,09-11-2023,,,09-11-2023
CABAA00006013B1911,3603812712,Local,CA,BAA,CABAAA105639,HPV,CAATVP,Title V Permits,300000329,FACIL,09-11-2023,09-11-2023,,,09-11-2023
CABAA00006013B1911,3603812715,Local,CA,BAA,CABAAA105640,HPV,CAATVP,Title V Permits,300000329,FACIL,09-11-2023,09-11-2023,,,09-11-2023
CASJV00006099N3233,3603698421,Local,CA,SJV,CASJVA2000000000000004850,HPV,CAATVP,Title V Permits,300000329,FACIL,01-30-2023,01-30-2023,09-27-2023,,02-08-2023
CASJV00006099N3233,3603772513,Local,CA,SJV,CASJVA2000000000000004945,HPV,CAATVP,Title V Permits,300000329,FACIL,03-22-2023,03-22-2023,02-27-2024,,04-19-2023
GA0000001324500021,3603662019,State,GA,,GA000A0000132450002100201,FRV,CAAMACT,MACT Standards (40 CFR Part 63),10193,Carbon monoxide,06-29-2023,,06-29-2023,01-31-2023,06-29-2023
NE0000003107100004,3603597178,State,NE,,NE000A00003107100004001,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000377,PM10 (Filterable portion only),04-26-2023,,,,
AR0000000509100005,3603846265,State,AR,,AR000A108235,FRV,CAATVP,Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),06-12-2023,,11-05-2024,03-06-2023,04-05-2023
MA0000002511800352,3603499558,State,MA,,MA000A98638,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),02-07-2023,,12-22-2023,06-27-2022,11-23-2022
IL000163121AAM,3603661461,State,IL,,IL000AA-2023-00101,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,06-15-2023,,01-09-2024,,07-19-2023
CO0000000812300473,3604018552,State,CO,,CO000A0000081230047300041,FRV,CAAMACT CAANSPS CAASIP CAATVP,MACT Standards (40 CFR Part 63) New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000328,ADMIN,04-19-2023,,,01-19-2023,
IL000031015AAC,3603583635,State,IL,,IL000AA-2023-00031,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,01-31-2023,,09-19-2023,,04-17-2023
IL000167801AAA,3603482095,State,IL,,IL000AA-2023-00005,HPV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,01-09-2023,01-09-2023,11-13-2023,10-11-2022,03-02-2023
CASJV00006019C1121,3603853634,Local,CA,SJV,CASJVA2000000000000005046,HPV,CAATVP,Title V Permits,300000329,FACIL,10-09-2023,10-09-2023,05-30-2024,,10-24-2023
CASJV00006019C1121,3603853642,Local,CA,SJV,CASJVA2000000000000005047,HPV,CAATVP,Title V Permits,300000329,FACIL,05-23-2023,05-23-2023,05-30-2024,,06-06-2023
CASJV00006029S1737,3603676797,Local,CA,SJV,CASJVA2000000000000004813,HPV,CAATVP,Title V Permits,300000329,FACIL,06-13-2023,06-13-2023,01-16-2024,,06-13-2023
CASJV00006029S1737,3603676798,Local,CA,SJV,CASJVA2000000000000004814,HPV,CAATVP,Title V Permits,300000329,FACIL,06-08-2023,06-08-2023,05-09-2024,,06-08-2023
CASJV00006029S1737,3603683694,Local,CA,SJV,CASJVA2000000000000004834,HPV,CAATVP,Title V Permits,300000329,FACIL,06-08-2023,06-08-2023,05-09-2024,,06-08-2023
CASJV00006029S1737,3603683695,Local,CA,SJV,CASJVA2000000000000004833,HPV,CAATVP,Title V Permits,300000329,FACIL,06-13-2023,06-13-2023,01-16-2024,,06-13-2023
CASJV00006029S1738,3603553136,Local,CA,SJV,CASJVA2000000000000004573,HPV,CAATVP,Title V Permits,300000329,FACIL,01-25-2023,01-25-2023,05-16-2023,,01-30-2023
CASJV00006029S1738,3603599617,Local,CA,SJV,CASJVA2000000000000004682,HPV,CAATVP,Title V Permits,300000329,FACIL,03-22-2023,03-22-2023,,,03-31-2023
CASJV00006029S1738,3603660744,Local,CA,SJV,CASJVA2000000000000004784,HPV,CAATVP,Title V Permits,300000329,FACIL,06-06-2023,06-06-2023,09-19-2023,,06-07-2023
CASJV00006029S1738,3603676796,Local,CA,SJV,CASJVA2000000000000004812,HPV,CAATVP,Title V Permits,300000329,FACIL,06-14-2023,06-14-2023,05-23-2024,,06-15-2023
CASJV00006029S1738,3603683696,Local,CA,SJV,CASJVA2000000000000004832,HPV,CAATVP,Title V Permits,300000329,FACIL,06-14-2023,06-14-2023,05-23-2024,,06-15-2023
CASJV00006029S1738,3603704860,Local,CA,SJV,CASJVA2000000000000004861,HPV,CAATVP,Title V Permits,300000329,FACIL,08-21-2023,08-21-2023,09-29-2023,,08-21-2023
CASJV00006029S1738,3603712028,Local,CA,SJV,CASJVA2000000000000004871,HPV,CAATVP,Title V Permits,300000329,FACIL,07-12-2023,07-12-2023,01-29-2024,,07-17-2023
CASJV00006029S1738,3603847226,Local,CA,SJV,CASJVA2000000000000005038,HPV,CAATVP,Title V Permits,300000329,FACIL,09-28-2023,09-28-2023,06-20-2024,,10-05-2023
CASJV00006029S1738,3603847228,Local,CA,SJV,CASJVA2000000000000005040,HPV,CAATVP,Title V Permits,300000329,FACIL,12-12-2023,12-12-2023,06-06-2024,,12-12-2023
CASJV00006029S1738,3603853637,Local,CA,SJV,CASJVA2000000000000005051,HPV,CAATVP,Title V Permits,300000329,FACIL,10-17-2023,10-17-2023,08-08-2024,,10-17-2023
CASJV00006029S1738,3603853639,Local,CA,SJV,CASJVA2000000000000005052,HPV,CAATVP,Title V Permits,300000329,FACIL,10-11-2023,10-11-2023,12-19-2024,,10-11-2023
OK0000004013300003,3603745831,State,OK,,OK000A4013300003EC0011718,FRV,CAATVP,Title V Permits,300000329,FACIL,08-02-2023,,01-26-2024,08-02-2023,
CASAC0000606700487,3603701163,Local,CA,SAC,CASACA102449,FRV,CAATVP,Title V Permits,7003,Particulate matter,01-09-2023,,,01-03-2023,
